REGIÃO;UF;DESTINATARIO;LOCALIDADE;ITEM;PROGRAMA DE SAÚDE;QUANTIDADE;STATUS;DATA DE ENTREGA; VALOR UNITÁRIO  ; VALOR TOTAL  
NORDESTE;ALAGOAS;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;06/08/2020; R$3,000 ; R$15.000,00 
NORDESTE;ALAGOAS;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8.000;ENTREGA REALIZADA;06/08/2020; R$4,000 ; R$32.000,00 
NORDESTE;ALAGOAS;SMS;MACEIÓ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.500;ENTREGA REALIZADA;12/08/2020; R$3,000 ; R$10.500,00 
NORDESTE;ALAGOAS;SMS;MACEIÓ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;12/08/2020; R$4,000 ; R$40.000,00 
NORDESTE;ALAGOAS ;SAÚDE INDÍGENA;DSEI ALAGOAS/ SERGIPE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.000;ENTREGA REALIZADA;17/04/2020; R$4,000 ; R$8.000,00 
NORDESTE;ALAGOAS ;SAÚDE INDÍGENA;DSEI ALAGOAS/ SERGIPE;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;500;ENTREGA REALIZADA;17/04/2020; R$2,000 ; R$1.000,00 
NORDESTE;ALAGOAS ;SAÚDE INDÍGENA;DSEI ALAGOAS/ SERGIPE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.000;ENTREGA REALIZADA;26/06/2020; R$4,000 ; R$8.000,00 
NORDESTE;ALAGOAS;SMS;MACEIÓ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;30/06/2020; R$5,330 ; R$53.300,00 
NORDESTE;ALAGOAS ;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;30/06/2020; R$4,000 ; R$40.000,00 
NORDESTE;ALAGOAS ;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;13/04/2020; R$4,000 ; R$80.000,00 
NORDESTE;ALAGOAS ;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;08/05/2020; R$4,000 ; R$40.000,00 
NORDESTE;ALAGOAS ;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20.000;ENTREGA REALIZADA;14/04/2020; R$3,000 ; R$60.000,00 
NORDESTE;ALAGOAS ;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.500;ENTREGA REALIZADA;20/01/2020; R$2,000 ; R$3.000,00 
NORDESTE;ALAGOAS ;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;10.000;ENTREGA REALIZADA;13/04/2020; R$2,000 ; R$20.000,00 
NORTE;AMAPÁ;SAÚDE INDÍGENA;DSEI AMAPÁ E NORTE DO PARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;9.000;ENTREGA REALIZADA;29/06/2020; R$4,000 ; R$36.000,00 
NORTE;AMAPÁ;SAÚDE INDÍGENA;DSEI AMAPÁ E NORTE DO PARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.000;ENTREGA REALIZADA;29/06/2020; R$2,000 ; R$4.000,00 
NORTE;AMAPÁ;SES;AMAPÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1.000;ENTREGA REALIZADA;10/07/2020; R$4,000 ; R$4.000,00 
NORTE;AMAPÁ;SES;AMAPÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;10/07/2020; R$4,000 ; R$12.000,00 
NORTE;AMAPÁ;SES;AMAPÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7.000;ENTREGA REALIZADA;01/05/2020; R$4,000 ; R$28.000,00 
NORTE;AMAPÁ;SES;AMAPÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA;20/01/2020; R$3,000 ; R$1.500,00 
NORTE;AMAPÁ;SMS;MACAPÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;200;ENTREGA REALIZADA;10/07/2020; R$2,000 ; R$400,00 
NORTE;AMAPÁ;SES;AMAPÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;700;ENTREGA REALIZADA;10/07/2020; R$2,000 ; R$1.400,00 
NORTE;AMAPÁ;SES;AMAPÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;350;ENTREGA REALIZADA;20/01/2020; R$2,000 ; R$700,00 
NORTE;AMAPÁ;SES;AMAPÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;420;ENTREGA REALIZADA;27/03/2020; R$2,000 ; R$840,00 
NORTE;AMAPÁ;SES;AMAPÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.000;ENTREGA REALIZADA ;13/08/2020; R$4,000 ; R$8.000,00 
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;03/04/2020; R$4,000 ; R$20.000,00 
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;08/05/2020; R$4,000 ; R$16.000,00 
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.000;ENTREGA REALIZADA;03/04/2020; R$2,000 ; R$10.000,00 
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.560;ENTREGA REALIZADA;08/05/2020; R$2,000 ; R$7.120,00 
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;26/06/2020; R$4,000 ; R$20.000,00 
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MANAUS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.000;ENTREGA REALIZADA;26/06/2020; R$2,000 ; R$10.000,00 
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MEDIO RIO SOLIMOES ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.500;ENTREGA REALIZADA;06/07/2020; R$4,000 ; R$18.000,00 
NORTE;AMAZONAS;SAÚDE INDÍGENA;DSEI MEDIO RIO SOLIMOES ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.000;ENTREGA REALIZADA;06/07/2020; R$2,000 ; R$2.000,00 
NORTE;AMAZONAS;SMS;MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;26/06/2020; R$5,330 ; R$21.320,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;01/07/2020; R$4,000 ; R$12.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;12.000;ENTREGA REALIZADA;04/02/2020; R$4,000 ; R$48.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;06/02/2020; R$4,000 ; R$120.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;60.000;ENTREGA REALIZADA;28/04/2020; R$4,000 ; R$240.000,00 
NORTE;AMAZONAS;SMS;MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;70.000;ENTREGA REALIZADA;30/04/2020; R$4,000 ; R$280.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;22/01/2020; R$3,000 ; R$15.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;25/02/2020; R$3,000 ; R$6.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20.000;ENTREGA REALIZADA;03/04/2020; R$3,000 ; R$60.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;4.000;ENTREGA REALIZADA;03/04/2020; R$2,000 ; R$8.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;36.500;ENTREGA REALIZADA;13/04/2020; R$2,000 ; R$73.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;10.000;ENTREGA REALIZADA;13/04/2020; R$2,000 ; R$20.000,00 
NORTE;AMAZONAS;SES;AMAZONAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;40.000;ENTREGA REALIZADA ;05/08/2020; R$4,000 ; R$160.000,00 
NORTE;AMAZONAS;SMS;MANAUS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;31/07/2020; R$3,000 ; R$3.000,00 
NORTE;AMAZONAS;SMS;MANAUS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;31/07/2020; R$5,330 ; R$106.600,00 
NORDESTE;BAHIA;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;8.500;ENTREGA REALIZADA;04/08/2020; R$3,000 ; R$25.500,00 
NORDESTE;BAHIA;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;31.000;ENTREGA REALIZADA;04/08/2020; R$4,000 ; R$124.000,00 
NORDESTE;BAHIA;SMS;SALVADOR ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;31/07/2020; R$3,000 ; R$3.000,00 
NORDESTE;BAHIA;SMS;SALVADOR ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1.500;ENTREGA REALIZADA;31/07/2020; R$5,330 ; R$7.995,00 
NORDESTE;BAHIA ;SAÚDE INDÍGENA;DSEI BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;27/04/2020; R$4,000 ; R$20.000,00 
NORDESTE;BAHIA ;SAÚDE INDÍGENA;DSEI BAHIA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;6.500;ENTREGA REALIZADA;22/04/2020; R$2,000 ; R$13.000,00 
NORDESTE;BAHIA ;SAÚDE INDÍGENA;DSEI BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;6.500;ENTREGA REALIZADA;30/06/2020; R$4,000 ; R$26.000,00 
NORDESTE;BAHIA ;SMS;SALVADOR;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA ;02/07/2020; R$5,330 ; R$15.990,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;28.000;ENTREGA REALIZADA;26/06/2020; R$4,000 ; R$112.000,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;35.000;ENTREGA REALIZADA;23/03/2020; R$4,000 ; R$140.000,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;23.000;ENTREGA REALIZADA;06/04/2020; R$4,000 ; R$92.000,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;13/05/2020; R$4,000 ; R$120.000,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.500;ENTREGA REALIZADA;24/01/2020; R$3,000 ; R$13.500,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;10.500;ENTREGA REALIZADA;23/03/2020; R$3,000 ; R$31.500,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;13.000;ENTREGA REALIZADA;13/04/2020; R$3,000 ; R$39.000,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;14.310;ENTREGA REALIZADA;24/01/2020; R$2,000 ; R$28.620,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;20.290;ENTREGA REALIZADA;23/03/2020; R$2,000 ; R$40.580,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;6.570;ENTREGA REALIZADA;06/04/2020; R$2,000 ; R$13.140,00 
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;8.000;ENTREGA REALIZADA;13/05/2020; R$2,000 ; R$16.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;11/08/2020; R$4,000 ; R$120.000,00 
NORDESTE;CEARÁ;SMS;FORTALEZA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.500;ENTREGA REALIZADA;05/08/2020; R$3,000 ; R$4.500,00 
NORDESTE;CEARÁ;SAÚDE INDÍGENA;DSEI CEARÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;26/06/2020; R$4,000 ; R$16.000,00 
NORDESTE;CEARÁ;SAÚDE INDÍGENA;DSEI CEARÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.000;ENTREGA REALIZADA;06/05/2020; R$4,000 ; R$8.000,00 
NORDESTE;CEARÁ;SAÚDE INDÍGENA;DSEI CEARÁ ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;15/04/2020; R$3,000 ; R$6.000,00 
NORDESTE;CEARÁ;SAÚDE INDÍGENA;DSEI CEARÁ ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.000;ENTREGA REALIZADA;26/06/2020; R$2,000 ; R$4.000,00 
NORDESTE;CEARÁ;SAÚDE INDÍGENA;DSEI CEARÁ ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.000;ENTREGA REALIZADA;15/04/2020; R$2,000 ; R$4.000,00 
NORDESTE;CEARÁ;SMS;FORTALEZA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;40.000;ENTREGA REALIZADA;26/06/2020; R$5,330 ; R$213.200,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;26/06/2020; R$4,000 ; R$120.000,00 
NORDESTE;CEARÁ;SMS;FORTALEZA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;7.200;ENTREGA REALIZADA;26/06/2020; R$2,000 ; R$14.400,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;8.300;ENTREGA REALIZADA;26/06/2020; R$2,000 ; R$16.600,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;28/01/2020; R$4,000 ; R$12.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;26/02/2020; R$4,000 ; R$40.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA;05/03/2020; R$4,000 ; R$60.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;28.500;ENTREGA REALIZADA;25/03/2020; R$4,000 ; R$114.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;56.500;ENTREGA REALIZADA;04/04/2020; R$4,000 ; R$226.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50.000;ENTREGA REALIZADA;26/04/2020; R$4,000 ; R$200.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;13/05/2020; R$4,000 ; R$120.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;28/01/2020; R$3,000 ; R$15.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;25/03/2020; R$3,000 ; R$15.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;40.500;ENTREGA REALIZADA;13/04/2020; R$3,000 ; R$121.500,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;6.200;ENTREGA REALIZADA;28/01/2020; R$2,000 ; R$12.400,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;6.000;ENTREGA REALIZADA;26/02/2020; R$2,000 ; R$12.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.000;ENTREGA REALIZADA;05/03/2020; R$2,000 ; R$6.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.930;ENTREGA REALIZADA;25/03/2020; R$2,000 ; R$11.860,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;6.500;ENTREGA REALIZADA;04/04/2020; R$2,000 ; R$13.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;15.500;ENTREGA REALIZADA;13/04/2020; R$2,000 ; R$31.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;20.000;ENTREGA REALIZADA;26/04/2020; R$2,000 ; R$40.000,00 
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;60.000;ENTREGA REALIZADA;07/05/2020; R$2,000 ; R$120.000,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;14.000;ENTREGA REALIZADA;25/06/2020; R$4,000 ; R$56.000,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.500;ENTREGA REALIZADA;22/01/2020; R$4,000 ; R$22.000,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7.500;ENTREGA REALIZADA;24/02/2020; R$4,000 ; R$30.000,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;23/04/2020; R$4,000 ; R$80.000,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;22/01/2020; R$3,000 ; R$15.000,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.500;ENTREGA REALIZADA;24/02/2020; R$3,000 ; R$10.500,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;3.020;ENTREGA REALIZADA;20/01/2020; R$2,000 ; R$6.040,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;4.440;ENTREGA REALIZADA;23/03/2020; R$2,000 ; R$8.880,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;6.000;ENTREGA REALIZADA;23/04/2020; R$2,000 ; R$12.000,00 
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.500;ENTREGA REALIZADA;03/08/2020; R$4,000 ; R$62.000,00 
SUDESTE;ESPÍRITO SANTO;SMS;VITÓRIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA;29/06/2020; R$5,330 ; R$79.950,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;55.000;ENTREGA REALIZADA;26/06/2020; R$4,000 ; R$220.000,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.500;ENTREGA REALIZADA;20/01/2020; R$4,000 ; R$14.000,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;9.000;ENTREGA REALIZADA;23/03/2020; R$4,000 ; R$36.000,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;21.000;ENTREGA REALIZADA;02/04/2020; R$4,000 ; R$84.000,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;40.000;ENTREGA REALIZADA;08/05/2020; R$4,000 ; R$160.000,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.500;ENTREGA REALIZADA;20/01/2020; R$3,000 ; R$10.500,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA;23/03/2020; R$3,000 ; R$6.000,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;13/04/2020; R$3,000 ; R$15.000,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.900;ENTREGA REALIZADA;20/01/2020; R$2,000 ; R$5.800,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;4.250;ENTREGA REALIZADA;23/03/2020; R$2,000 ; R$8.500,00 
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.750;ENTREGA REALIZADA;02/04/2020; R$2,000 ; R$11.500,00 
SUDESTE;ESPÍRITO SANTO;SES;VITÓRIA;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;20.000;ENTREGA REALIZADA;08/05/2020; R$2,000 ; R$40.000,00 
SUDESTE;ESPÍRITO SANTO;SMS;VITÓRIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA;05/08/2020; R$3,000 ; R$1.500,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;15.000;ENTREGA REALIZADA ;03/08/2020; R$3,000 ; R$45.000,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;45.000;ENTREGA REALIZADA ;03/08/2020; R$4,000 ; R$180.000,00 
CENTRO-OESTE;GOIÁS;SMS;GOIÂNIA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA;11/08/2020; R$3,000 ; R$1.500,00 
CENTRO-OESTE;GOIÁS;SMS;GOIÂNIA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;6.000;ENTREGA REALIZADA;11/08/2020; R$4,000 ; R$24.000,00 
CENTRO-OESTE;GOIÁS;SMS;GOIÂNIA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7.500;ENTREGA REALIZADA;26/06/2020; R$5,330 ; R$39.975,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;14.500;ENTREGA REALIZADA;26/06/2020; R$4,000 ; R$58.000,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8.000;ENTREGA REALIZADA;22/01/2020; R$4,000 ; R$32.000,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;13.000;ENTREGA REALIZADA;23/03/2020; R$4,000 ; R$52.000,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7.000;ENTREGA REALIZADA;27/04/2020; R$4,000 ; R$28.000,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;20/01/2020; R$3,000 ; R$15.000,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.500;ENTREGA REALIZADA;23/03/2020; R$3,000 ; R$10.500,00 
CENTRO-OESTE;GOIÁS;SMS;GOIÂNIA ;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;1.000;ENTREGA REALIZADA;26/06/2020; R$2,000 ; R$2.000,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;2.880;ENTREGA REALIZADA;26/06/2020; R$2,000 ; R$5.760,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;4.060;ENTREGA REALIZADA;22/01/2020; R$2,000 ; R$8.120,00 
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 30MG ;INFLUENZA;5.590;ENTREGA REALIZADA;24/02/2020; R$2,000 ; R$11.180,00 
